Geo Point,PrimarySiteFunctionalLocation,Primary,PrimaryAlias,PrimarySubstationName,FirmCapacitySummer,FirmCapacityWinter,DemandHeadroom,DemandRAG,SeasonOfConstraint
"51.86186227316758, 0.9009060766257606",EPN-S0000000H3074,J56 MERSEA RD PRIMARY,0H3074,Mersea Rd Primary 11kV,16.6,22.0,41.57%,Green (Over 5% headroom),Summer
"51.86510756548921, 0.8494727314582685",EPN-S0000000H3076,J38 SHRUB END PRIMARY,0H3076,Shrub End Primary 11kV,16.6,22.1,54.82%,Green (Over 5% headroom),Summer
"52.112890172317705, 0.06322644292724174",EPN-S0000000H4012,E18 SHEPRETH PRIMARY,0H4012,Shepreth Primary 11kV,14.4,19.2,44.79%,Green (Over 5% headroom),Winter
"52.33901769601107, 0.1042641446570187",EPN-S0000000H4016,E01 ALDRETH PRIMARY,0H4016,Aldreth Primary 11kV,14.6,14.6,3.42%,Yellow (Between 5% overloaded and 5% headroom),Winter
"52.300480357515795, 0.18181981109485199",EPN-S0000000H4020,E72 LANDBEACH PRIMARY,0H4020,Landbeach Primary 11kV,22.9,22.9,36.68%,Green (Over 5% headroom),Summer
"52.281349245842804, -0.24083758525925922",EPN-S0000000H4031,B49 OFFORD PRIMARY,0H4031,Offord Primary 11kV,17.3,23.0,46.82%,Green (Over 5% headroom),Summer
"52.1856434337781, -0.06458727089121218",EPN-S0000000H4036,E10 BOURN PRIMARY,0H4036,Bourn Primary 11kV,16.6,22.9,33.73%,Green (Over 5% headroom),Summer
"52.10118163444819, 0.16315306452331763",EPN-S0000000H4045,E19 SAWSTON PRIMARY,0H4045,Sawston Primary 11kV,25.4,31.6,13.78%,Green (Over 5% headroom),Summer
"52.31780639897965, -0.45222901054618764",EPN-S0000000H4049,B66 KIMBOLTON PRIMARY,0H4049,Kimbolton Primary 11kV,5.8,7.0,-39.66%,Red (More than 5% overloaded),Summer
"52.26647499180196, -0.34229977556029373",EPN-S0000000H4050,B48 PERRY PRIMARY,0H4050,Perry Primary 11kV,14.4,17.3,31.79%,Green (Over 5% headroom),Winter
"52.19510692325579, -0.5073552167137406",EPN-S0000000H4051,B43 MANTON LN PRIMARY,0H4051,Manton Ln Primary 11kV,19.2,21.9,5.48%,Green (Over 5% headroom),Winter
"52.10887308721217, -0.12970296379052512",EPN-S0000000H4063,E16 CROYDON PRIMARY,0H4063,Croydon Primary 11kV,3.5,4.8,5.71%,Green (Over 5% headroom),Summer
"52.12198241745611, 0.32902396254955846",EPN-S0000000H4069,E20 LINTON PRIMARY,0H4069,Linton Primary 11kV,11.0,14.4,5.45%,Green (Over 5% headroom),Summer
"52.19939517069825, 0.14555084833723528",EPN-S0000000H4079,E65 SLEAFORD ST PRIMARY,0H4079,Sleaford St Primary 11kV,27.4,35.7,47.45%,Green (Over 5% headroom),Summer
"52.08754100173511, -0.5034172834938412",EPN-S0000000H4092,B69 WEST BEDFORD PRIMARY,0H4092,West Bedford Primary 11kV,17.3,23.0,56.65%,Green (Over 5% headroom),Summer
"52.27962501351465, 1.4985869211404217",EPN-S0000000H5008,H22 PEASENHALL PRIMARY,0H5008,Peasenhall Primary 11kV,4.8,6.2,14.52%,Green (Over 5% headroom),Winter
"52.151936290783205, 1.3797670932001365",EPN-S0000000H5017,D32 HACHESTON PRIMARY,0H5017,Hacheston Primary 11kV,9.6,11.5,61.46%,Green (Over 5% headroom),Summer
"52.19690775403699, 1.5599044846161518",EPN-S0000000H5019,H23 LEISTON PRIMARY,0H5019,Leiston Primary 11kV,11.0,14.4,28.18%,Green (Over 5% headroom),Summer
"52.89307675246135, 1.018699662059671",EPN-S0000000H5024,L20 STODY PRIMARY,0H5024,Stody Primary 11kV,9.6,12.5,14.4%,Green (Over 5% headroom),Winter
"52.37265177081202, 1.5055496074140575",EPN-S0000000H5032,H37 HALESWORTH PRIMARY,0H5032,Halesworth Primary 11kV,13.4,18.3,0%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.62740522713459, 1.389585306019013",EPN-S0000000H5035,L41 PEACHMAN WAY PRIMARY,0H5035,Peachman Way Primary 11kV,17.3,23.0,78.03%,Green (Over 5% headroom),Summer
"52.70320985857733, 1.6112634828569354",EPN-S0000000H5036,H07 MARTHAM PRIMARY,0H5036,Martham Primary 11kV,9.6,11.0,9.38%,Green (Over 5% headroom),Summer
"52.639416673955004, 1.299850940129673",EPN-S0000000H5042,L39 BARRACK ST PRIMARY,0H5042,Barrack St Primary 11kV,17.3,23.0,59.54%,Green (Over 5% headroom),Summer
"52.450729697526725, 1.5775713789127006",EPN-S0000000H5049,H40 BECCLES PRIMARY,0H5049,Beccles Primary 11kV,11.0,14.4,23.64%,Green (Over 5% headroom),Summer
"52.48424926872479, 1.7158223926103118",EPN-S0000000H5056,H13 LOWESTOFT GRID,0H5056,Lowestoft Grid 11kV,27.4,36.5,26.64%,Green (Over 5% headroom),Summer
"52.75887390651196, 1.3482812606012522",EPN-S0000000H5059,L35 SCOTTOW PRIMARY,0H5059,Scottow Primary 11kV,9.6,12.5,55.21%,Green (Over 5% headroom),Summer
"52.76912378470777, 1.5332442155905874",EPN-S0000000H5061,L18 STALHAM PRIMARY,0H5061,Stalham Primary 11kV,17.3,23.0,53.91%,Green (Over 5% headroom),Winter
"52.51663484215315, 1.045342444173578",EPN-S0000000H5063,L02 ATTLEBOROUGH PRIMARY,0H5063,Attleborough Primary 11kV,17.3,20.2,33.17%,Green (Over 5% headroom),Winter
"52.900630335705145, 1.3073145161844235",EPN-S0000000H5064,L04 CROMER PRIMARY,0H5064,Cromer Primary 11kV,14.6,14.6,15.07%,Green (Over 5% headroom),Winter
"52.59352992065219, 1.229176037779837",EPN-S0000000H5075,L03 CRINGLEFORD PRIMARY,0H5075,Cringleford Primary 11kV,13.0,14.6,33.56%,Green (Over 5% headroom),Winter
"52.60416028419903, 0.9944536412580252",EPN-S0000000H5080,L38 HARDINGHAM PRIMARY,0H5080,Hardingham Primary 11kV,3.1,3.8,0%,Yellow (Between 5% overloaded and 5% headroom),Winter
"52.441375839883925, -0.09465120221170752",EPN-S0000000H6003,C14 BURY PRIMARY,0H6003,Bury Primary 11kV,11.0,14.4,19.09%,Green (Over 5% headroom),Summer
"52.94246139959838, 0.5578894472181868",EPN-S0000000H6006,G07 HUNSTANTON PRIMARY,0H6006,Hunstanton Primary 11kV,14.0,14.6,40.41%,Green (Over 5% headroom),Winter
"52.612367679024324, 0.3661619641223308",EPN-S0000000H6015,G05 DOWNHAM MARKET PRIMARY,0H6015,Downham Market Primary 11kV,14.0,14.6,25.34%,Green (Over 5% headroom),Winter
"52.82071002996722, 0.8695632114627059",EPN-S0000000H6016,G06 FAKENHAM PRIMARY,0H6016,Fakenham Primary 11kV,17.3,23.0,21.97%,Green (Over 5% headroom),Summer
"52.622573560775095, 0.0335965871479007",EPN-S0000000H6035,C19 GUYHIRN PRIMARY,0H6035,Guyhirn Primary 11kV,2.2,3.5,-4.55%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.627741043460205, 0.7063006824719023",EPN-S0000000H6042,G16 SWAFFHAM GRID,0H6042,Swaffham Grid 11kV,14.4,17.3,40.97%,Green (Over 5% headroom),Summer
"52.76292243400207, 0.3319634507021659",EPN-S0000000H6055,G09 HARDWICK RD PRIMARY,0H6055,Hardwick Rd Primary 11kV,16.6,22.1,24.7%,Green (Over 5% headroom),Summer
"52.7102194686552, 0.5921678347291853",EPN-S0000000H6059,G12 NARBOROUGH PRIMARY,0H6059,Narborough Primary 11kV,9.2,12.5,20.8%,Green (Over 5% headroom),Winter
"52.637941521674165, 0.27692230111302235",EPN-S0000000H6064,G14 OUTWELL MOORS PRIMARY,0H6064,Outwell Moors Primary 11kV,7.2,9.6,30.56%,Green (Over 5% headroom),Summer
"52.56021874158563, -0.07967872854160024",EPN-S0000000H6070,C16 WHITTLESEY PRIMARY,0H6070,Whittlesey Primary 11kV,12.5,16.3,22.7%,Green (Over 5% headroom),Winter
"52.789771135704214, 0.46849353228328017",EPN-S0000000H6072,G10 GAYWOOD BRIDGE PRIMARY,0H6072,Gaywood Bridge Primary 11kV,17.3,21.9,21.97%,Green (Over 5% headroom),Summer
"52.552285599678655, 0.5937222675246475",EPN-S0000000H6075,G13 NORTHWOLD PRIMARY,0H6075,Northwold Primary 11kV,17.3,23.0,49.13%,Green (Over 5% headroom),Summer
"51.56200309093314, 0.4809643631704442",EPN-S0000000H7003,C24 BASILDON LOCAL PRIMARY,0H7003,Basildon Local Primary 11kV,15.9,20.8,19.23%,Green (Over 5% headroom),Winter
"51.55993213416479, 0.2809859695536699",EPN-S0000000H7004,K14 CRANHAM PRIMARY,0H7004,Cranham Primary 11kV,17.0,18.3,36.61%,Green (Over 5% headroom),Winter
"51.474207350451785, 0.29207829305286376",EPN-S0000000H7010,H31 HEDLEY AV PRIMARY,0H7010,Hedley Av Hss 11kV,28.8,36.6,40.97%,Green (Over 5% headroom),Summer
"51.54913618559873, 0.17102045214054942",EPN-S0000000H7016,K24 MAY & BAKER PRIMARY,0H7016,May & Baker Primary 11kV,17.0,20.4,64.71%,Green (Over 5% headroom),Winter
"51.61896875880208, -0.01700464919742183",EPN-S0000000H7019,G37 SOUTH CHINGFORD PRIMARY,0H7019,South Chingford Primary 11kV,14.4,18.7,32.64%,Green (Over 5% headroom),Summer
"51.482687634492294, 0.2623278509120068",EPN-S0000000H7023,H48 BARCLAY WAY PRIMARY,0H7023,Barclay Way Primary 11kV,28.8,36.6,78.14%,Green (Over 5% headroom),Winter
"51.482606083082054, 0.420420771190419",EPN-S0000000H7024,H29 BATA PRIMARY,0H7024,Bata Primary 11kV,9.6,12.5,36.46%,Green (Over 5% headroom),Summer
"51.65535033143224, -0.05340595194358407",EPN-S0000000H7028,G30 EAST ENFIELD PRIMARY,0H7028,East Enfield Primary 11kV,19.2,23.0,36.09%,Green (Over 5% headroom),Winter
"51.63501294759628, 0.3650007628685276",EPN-S0000000H7029,K20 HUTTON PRIMARY,0H7029,Hutton Primary 11kV,13.1,15.7,23.57%,Green (Over 5% headroom),Winter
"51.556152028039506, 0.8199989987154531",EPN-S0000000H7036,C39 THORPE BAY PRIMARY,0H7036,Thorpe Bay Primary 11kV,27.4,34.0,18.25%,Green (Over 5% headroom),Summer
"51.74244611313742, -0.002522389538679615",EPN-S0000000H7040,F45 BROXBOURNE PRIMARY,0H7040,Broxbourne Primary 11kV,17.3,20.7,27.05%,Green (Over 5% headroom),Winter
"51.75863408684835, 0.005898145453248899",EPN-S0000000H7052,F52 RYE HOUSE LOCAL,0H7052,Rye House Local Primary 11kV,17.3,23.0,50.29%,Green (Over 5% headroom),Summer
"51.78625483713441, -0.12454322630612907",EPN-S0000000H7055,F29 WEST HERTFORD PRIMARY,0H7055,West Hertford Primary 11kV,16.6,22.1,52.41%,Green (Over 5% headroom),Summer
"51.61501505304201, 0.24928346618248323",EPN-S0000000H7067,K18 HAROLD WOOD PRIMARY,0H7067,Harold Wood Primary 11kV,17.0,18.3,39.89%,Green (Over 5% headroom),Winter
"51.53632719075175, 0.66059184069617",EPN-S0000000H7069,C35 LEIGH PRIMARY,0H7069,Leigh Primary 11kV,17.0,22.1,19.41%,Green (Over 5% headroom),Summer
"51.99028150671477, -0.009693329691790495",EPN-S0000000H7073,F37 REED PRIMARY,0H7073,Reed Primary 11kV,2.9,3.7,-43.24%,Red (More than 5% overloaded),Winter
"51.54203525516442, 0.5671989519976293",EPN-S0000000H7078,C38 SOUTH BENFLEET PRIMARY,0H7078,South Benfleet Primary 11kV,28.8,34.6,64.45%,Green (Over 5% headroom),Winter
"51.57386374886421, 0.6772484583968831",EPN-S0000000H7079,C48 SOUTHEND WEST PRIMARY,0H7079,Southend West Primary 11kV,24.1,24.1,35.27%,Green (Over 5% headroom),Winter
"51.71639066499947, -0.041910587841999566",EPN-S0000000H7081,G39 TURNFORD PRIMARY,0H7081,Turnford Primary 11kV,17.3,21.1,18.48%,Green (Over 5% headroom),Winter
"51.60109158562758, -0.0746303450146703",EPN-S0000000H7086,D10 BRUCE GV PRIMARY,0H7086,Bruce Gv Primary 11kV,28.8,36.4,28.57%,Green (Over 5% headroom),Winter
"51.568666197760955, 0.44949033748683126",EPN-S0000000H7099,C34 KINGSWOOD PRIMARY,0H7099,Kingswood Primary 11kV,17.0,22.0,36.47%,Green (Over 5% headroom),Summer
"51.6045165425811, 0.3163140903086845",EPN-S0000000H7108,K09 BRENTWOOD PRIMARY,0H7108,Brentwood Primary 11kV,17.3,22.9,39.3%,Green (Over 5% headroom),Winter
"51.522818901126776, 0.5715162916862475",EPN-S0000000H7109,C26 CANVEY PRIMARY,0H7109,Canvey Primary 11kV,16.3,22.0,19.55%,Green (Over 5% headroom),Winter
"51.67771103293456, -0.11365858635566377",EPN-S0000000H7112,G35 NORTH ENFIELD PRIMARY,0H7112,North Enfield Primary 11kV,20.8,20.8,20.67%,Green (Over 5% headroom),Winter
"51.587559862640646, 0.45518663567817946",EPN-S0000000H7116,C36 THE LIMES,0H7116,The Limes 11kV,17.0,18.3,40.44%,Green (Over 5% headroom),Winter
"51.91934052590351, -0.025339076938873446",EPN-S0000000H7123,F36 CHERRY GRN PRIMARY,0H7123,Cherry Grn Primary 11kV,7.8,8.2,-43.9%,Red (More than 5% overloaded),Winter
"51.57760907698675, 0.1466931405020844",EPN-S0000000H7133,K31 SELINAS LN PRIMARY,0H7133,Selinas Ln Primary 11kV,19.2,25.0,48.44%,Green (Over 5% headroom),Summer
"51.82692056819933, -0.0032568608656234847",EPN-S0000000H7137,F44 WARE PRIMARY,0H7137,Ware Primary 11kV,14.4,17.3,30.64%,Green (Over 5% headroom),Winter
"51.57746643100008, 0.5106266573118724",EPN-S0000000H7141,C29 CHALVEDON PRIMARY,0H7141,Chalvedon Primary 11kV,17.3,23.0,34.1%,Green (Over 5% headroom),Summer
"51.70188968342053, 0.12235742519697375",EPN-S0000000H7152,K22 LINDSEY ST PRIMARY,0H7152,Lindsey St Primary 11kV,19.2,23.0,18.7%,Green (Over 5% headroom),Winter
"51.52617780953203, 0.30939910455639946",EPN-S0000000H7153,H32 LITTLE BELHUS PRIMARY,0H7153,Little Belhus Primary 11kV,14.4,17.3,25.43%,Green (Over 5% headroom),Winter
"51.49729217059927, 0.35420986667453574",EPN-S0000000H7154,K70 MARSHFOOT ROAD PRIMARY,0H7154,Marshfoot Road Primary 11kV,16.6,16.8,23.81%,Green (Over 5% headroom),Winter
"51.584129556488406, 0.349001312247488",EPN-S0000000H7161,K21 WEST HORNDON PRIMARY,0H7161,West Horndon Primary 11kV,4.8,4.8,0%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.574806614132115, -0.4292388973694744",EPN-S0000000H8011,K36 EASTCOTE PRIMARY,0H8011,Eastcote Primary 11kV,27.4,36.5,27.74%,Green (Over 5% headroom),Summer
"51.871545223543656, -0.39930561575368784",EPN-S0000000H8015,A41 LUTON ST MARYS PRIMARY,0H8015,Luton St Marys Primary 11kV,13.8,18.7,37.68%,Green (Over 5% headroom),Summer
"51.536665803324176, -0.30104935796908344",EPN-S0000000H8024,E32 BERESFORD AV PRIMARY,0H8024,Beresford Av Primary 11kV,14.4,17.3,31.21%,Green (Over 5% headroom),Winter
"52.03589847032812, -0.3242849962894116",EPN-S0000000H8041,J58 SHEFFORD PRIMARY,0H8041,Shefford Primary 11kV,17.3,21.9,46.12%,Green (Over 5% headroom),Winter
"51.8773943971865, -0.20411318898977018",EPN-S0000000H8044,J61 WARREN SPRINGS PRIMARY,0H8044,Warren Springs Primary 11kV,17.3,22.9,41.04%,Green (Over 5% headroom),Summer
"51.76319160412718, -0.36014112053694614",EPN-S0000000H8047,J20 ADELAIDE ST PRIMARY,0H8047,Adelaide St Primary 11kV,13.8,18.7,23.19%,Green (Over 5% headroom),Summer
"51.58912743147399, -0.226248468991704",EPN-S0000000H8051,E31 BELLEVUE PRIMARY,0H8051,Bellevue Primary 11kV,26.4,29.3,42.66%,Green (Over 5% headroom),Winter
"51.79215432220103, -0.47402994523661623",EPN-S0000000H8052,F09 HEMEL NORTH PRIMARY,0H8052,Hemel North Primary 11kV,16.6,22.1,42.77%,Green (Over 5% headroom),Summer
"51.91130849879703, -0.4304436682183949",EPN-S0000000H8056,A21 LUTON NORTH GRID,0H8056,Luton North Grid 11kV,28.8,36.6,10.11%,Green (Over 5% headroom),Winter
"51.638713807727605, -0.3476952780709332",EPN-S0000000H8058,K50 MERRYHILL PRIMARY,0H8058,Merryhill Primary 11kV,14.4,18.7,13.19%,Green (Over 5% headroom),Summer
"51.793415110507105, -0.8038870877449377",EPN-S0000000H8060,F25 NORTH DR PRIMARY,0H8060,North Dr Primary 11kV,9.6,11.0,-16.36%,Red (More than 5% overloaded),Winter
"51.806594840749945, -0.664601982917397",EPN-S0000000H8063,F21 TRING PRIMARY,0H8063,Tring Primary 11kV,17.3,23.0,35.84%,Green (Over 5% headroom),Summer
"51.656051421206435, -0.16281758508974192",EPN-S0000000H8091,E37 COCKFOSTERS PRIMARY,0H8091,Cockfosters Primary 11kV,13.8,15.1,-4.64%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.575143913968695, -0.21169056900246183",EPN-S0000000H8094,E48 HENDON WAY PRIMARY,0H8094,Hendon Way Primary 11kV,16.6,23.0,-13.86%,Red (More than 5% overloaded),Summer
"51.618461100530624, -0.4295839802158102",EPN-S0000000H8107,K45 WESTBURY PRIMARY,0H8107,Westbury Primary 11kV,17.3,23.0,29.48%,Green (Over 5% headroom),Summer
"51.613282508359106, -0.23867576026275197",EPN-S0000000H8112,E35 BROCKENHURST PRIMARY,0H8112,Brockenhurst Primary 11kV,8.2,8.2,2.44%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.66595286961708, -0.34818003615634385",EPN-S0000000H8117,K49 HARTSPRING PRIMARY,0H8117,Hartspring Primary 11kV,17.3,23.0,33.48%,Green (Over 5% headroom),Winter
"51.62297825973686, -0.24934159141212994",EPN-S0000000H8125,E52 MILL HILL PRIMARY,0H8125,Mill Hill Primary 11kV,5.1,8.2,-17.65%,Red (More than 5% overloaded),Summer
"51.927359038927165, -0.2987785191230195",EPN-S0000000H8127,J57 SOUTH HITCHIN PRIMARY,0H8127,South Hitchin Primary 11kV,14.4,18.7,42.25%,Green (Over 5% headroom),Winter
"51.85931017171723, 1.0119654148655186",EPN-S0000000H8128,J42 ALRESFORD PRIMARY,0H8128,Amersham Primary 11kV,20.9,20.9,32.06%,Green (Over 5% headroom),Winter
"51.84179107549528, -0.30967673689946035",EPN-S0000000H8132,J17 EAST HARPENDEN PRIMARY,0H8132,East Harpenden Primary 11kV,19.8,20.8,48.56%,Green (Over 5% headroom),Winter
"51.9858394676042, -0.19149000592991683",EPN-S0000000H8133,J11 EAST LETCHWORTH PRIMARY,0H8133,East Letchworth Primary 11kV,16.6,22.1,15.06%,Green (Over 5% headroom),Summer
"51.777679404377075, -0.4103797991615101",EPN-S0000000H8140,F06 INDUSTRIAL PRIMARY,0H8140,Industrial Primary 11kV,22.9,22.9,34.93%,Green (Over 5% headroom),Winter
"51.723512789534404, -0.3657497540426053",EPN-S0000000H8143,J24 PARK ST PRIMARY,0H8143,Park St Primary 11kV,16.6,22.1,27.11%,Green (Over 5% headroom),Summer
"51.70130345565653, -0.41443716067097724",EPN-S0000000H8151,K43 ABBOTS CENTRAL PRIMARY,0H8151,Abbots Central Primary 11kV,12.0,14.6,35.62%,Green (Over 5% headroom),Winter
"51.757942938341, -0.8780738890021369",EPN-S0000000H8158,F31 ILMER PRIMARY,0H8158,Ilmer Primary 11kV,9.2,12.5,7.2%,Green (Over 5% headroom),Winter
"51.71992511050907, -0.5837719105662061",EPN-S0000000H8161,F11 LYE GRN PRIMARY,0H8161,Lye Grn Primary 11kV,16.6,22.1,38.55%,Green (Over 5% headroom),Summer
"51.7772957427894, -0.3218312572711463",EPN-S0000000H8164,J21 MARSHALSWICK PRIMARY,0H8164,Marshalswick Primary 11kV,13.3,17.7,30.08%,Green (Over 5% headroom),Summer
"51.96732154451354, -0.2885397204674363",EPN-S0000000H8165,J09 NORTH HITCHIN PRIMARY,0H8165,North Hitchin Primary 11kV,14.8,18.4,13.51%,Green (Over 5% headroom),Summer
"51.581423814661946, -0.15196946345315854",EPN-S0000000J8130,D05 CRANLEY GARDENS PRIMARY,0J8130,Cranley Gdns Primary 6.6kV,19.2,21.9,49.32%,Green (Over 5% headroom),Winter
"51.47230888127992, -0.1960214080044906",LPN-S000000000183,TOWNMEAD B 11KV,TOWB,Townmead B 11kV,45.6,58.5,41.37%,Green (Over 5% headroom),Winter
"51.51882798706071, -0.12396018458756343",LPN-S000000000228,FISHER ST B 11KV,FISB,Fisher St B 11kV,79.7,83.1,58.12%,Green (Over 5% headroom),Winter
"51.54394084980615, -0.2521045824990644",LPN-S000000000240,GIBBONS RD,GIBR,Gibbons Rd 11kV,125.0,147.8,50.34%,Green (Over 5% headroom),Winter
"51.539878497260226, -0.211536744121978",LPN-S000000000247,KIMBERLEY RD,KIMB,Kimberley Rd 11kV,38.2,43.7,16.75%,Green (Over 5% headroom),Summer
"51.523706721905796, -0.1319627450096313",LPN-S000000000256,LONGFORD ST B 11KV,LONG,Longford St B 11kV,144.8,147.8,39.64%,Green (Over 5% headroom),Summer
"51.51396971771817, -0.13551009595588467",LPN-S000000000319,CARNABY ST 11 KV,CARN,Carnaby St 11 kV,63.4,66.5,31.43%,Green (Over 5% headroom),Winter
"51.51135200991741, -0.17177693944022024",LPN-S000000000348,HYDE PARK ESTATE A 11KV,HYPA,Hyde Park Estate A 11kV,43.6,58.3,28.44%,Green (Over 5% headroom),Summer
"51.49140695363249, -0.13938891295230305",LPN-S000000000365,MORETON ST 11KV,MORT,Moreton Street 11kV,,,39.78%,Green (Over 5% headroom),Summer
"51.517156099066696, -0.09593618818982277",LPN-S000000000408,BEECH ST B,BEEB,Beech St B 11kV,127.7,149.4,54.5%,Green (Over 5% headroom),Summer
"51.515717696975244, -0.07773220143908546",LPN-S000000000418,DEVONSHIRE SQ,DEVO,Devonshire Square 11kV,143.3,146.3,42.85%,Green (Over 5% headroom),Summer
"51.59508602034248, -0.030943994437774933",LPN-S000000000503,BLACKHORSE LANE,BLHL,Blackhorse Lane 11kV,28.2,37.4,32.62%,Green (Over 5% headroom),Summer
"51.586509178967155, 0.030416170887102474",LPN-S000000000534,GROVE LODGE,GROL,Grove Lodge 11kV,42.8,56.7,46.56%,Green (Over 5% headroom),Winter
"51.531744506667145, -0.017481992354536752",LPN-S000000000615,BOW 11KV,BOWS,Bow 11kV,42.1,43.9,15.95%,Green (Over 5% headroom),Winter
"51.52622213518125, 0.11196226460116827",LPN-S000000000617,BARKING WEST 11KV,BARD,Barking West 11kV,34.6,45.4,47.11%,Green (Over 5% headroom),Summer
"51.52900533817537, 0.0533949479845356",LPN-S000000000664,NELSON ST 11KV,NELN,Nelson St 11kV,29.1,34.9,0.57%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.509577354785115, -0.030383772195109498",LPN-S000000000683,SIMPSONS ROAD,SIMP,Simpsons Road 11kV,126.3,151.0,40.07%,Green (Over 5% headroom),Winter
"51.4523207766711, 0.16985518060130858",LPN-S000000000715,CRAYFORD,CRAY,Crayford 11kV,42.8,56.7,45.79%,Green (Over 5% headroom),Summer
"51.457199162860434, 0.0411942514171474",LPN-S000000000729,ELTHAM HIGH ST,ELHS,Eltham High St 11kV,29.1,37.4,43.32%,Green (Over 5% headroom),Winter
"51.484072293144806, 0.027333295023400903",LPN-S000000000734,FARJEON RD,FARJ,Farjeon Rd 11kV,41.4,55.6,36.47%,Green (Over 5% headroom),Summer
"51.47983742194169, -0.01737404428988483",LPN-S000000000786,DEPTFORD GRID 11KV,DEPD,Deptford Grid 11kV,119.6,149.4,49.33%,Green (Over 5% headroom),Summer
"51.39470770291389, 0.03381459647877728",LPN-S000000000808,BROMLEY SOUTH,BROS,Bromley South 11kV,41.8,56.7,37.8%,Green (Over 5% headroom),Summer
"51.45862710591728, -0.001653600270248377",LPN-S000000000822,DERMODY RD,DERM,Dermody Rd 11kV,28.8,34.4,28.2%,Green (Over 5% headroom),Winter
"51.446800557230105, -0.0430899731549396",LPN-S000000000833,FOREST HILL,FORE,Forest Hill 11kV,28.2,36.5,34.04%,Green (Over 5% headroom),Summer
"51.501474968510905, -0.10961558897850254",LPN-S000000000979,SOUTH BANK,SBAN,South Bank 11kV,42.2,56.3,42.89%,Green (Over 5% headroom),Summer
"51.436692006767615, -0.10885377743623668",LPN-S000000000996,WEST NORWOOD,WNOR,West Norwood 11kV,44.1,57.9,24.94%,Green (Over 5% headroom),Summer
"51.47250211529031, -0.2545785028872796",LPN-S000000001008,BARNES B 6.6KV,BNSB,Barnes B 6.6kV,28.8,37.4,39.24%,Green (Over 5% headroom),Summer
"51.415782042286814, -0.2552125853915832",LPN-S000000001025,DUKES AVE,DKAV,Dukes Ave 11kV,26.8,36.3,25.37%,Green (Over 5% headroom),Summer
"51.4057759722488, -0.18928394879459984",LPN-S000000001059,MERTON,MERT,Merton 11kV,43.2,55.6,11.51%,Green (Over 5% headroom),Winter
"51.4487683506447, -0.19912674700413616",LPN-S000000001093,WANDSWORTH CENTRAL A,WANC,Wandsworth Central A 11kV,43.6,57.3,25.23%,Green (Over 5% headroom),Summer
"51.54469576099232, -0.01659192723800019",LPN-S0000000L0646,KINGS YARD B 11KV,KGYB,Kings Yard B 11kV,82.6,82.6,94.79%,Green (Over 5% headroom),Winter
"51.35669063154165, -0.04545773977510126",SPN-S000000008301,AA8301 ADDINGTON LOCAL 11KV,8301,Addington Local 11kV,19.4,22.5,26.22%,Green (Over 5% headroom),Winter
"51.125575634456716, 0.86011446927562",SPN-S000000008302,LA8302 ASHFORD CENTRAL 6.6KV,8302,Ashford Central 6.6kV,19.4,22.9,12.23%,Green (Over 5% headroom),Winter
"51.216027624649634, 1.333398291865892",SPN-S000000008304,CA8304 BETTESHANGER LOCAL 11KV,8304,Betteshanger Local 11kV,17.1,23.5,43.83%,Green (Over 5% headroom),Winter
"50.83349683148213, -0.4861822208596029",SPN-S000000008305,BK8305 ANGMERING 11KV,8305,Angmering 11kV,17.8,20.6,16.5%,Green (Over 5% headroom),Winter
"50.82980991584345, -0.14008988128107555",SPN-S000000008307,BB8307 BRIGHTON TOWN 11KV,8307,Brighton Town 11kV,63.1,65.8,41.49%,Green (Over 5% headroom),Winter
"51.28746212062001, -0.22700562644903133",SPN-S000000008313,DC8313 BANSTEAD 11KV,8313,Banstead 11kV,19.8,22.6,18.58%,Green (Over 5% headroom),Winter
"51.313680308480734, 0.051496317697718286",SPN-S000000008322,AA8322 BIGGIN HILL 11KV,8322,Biggin Hill 11kV,19.6,21.2,43.4%,Green (Over 5% headroom),Winter
"51.41098725644465, -0.3037173336966548",SPN-S000000008325,DB8325 KINGSTON 11KV,8325,Kingston 11kV,51.3,65.4,39.96%,Green (Over 5% headroom),Summer
"51.369189211023674, 0.13049513194011822",SPN-S000000008326,EA8367 ORPINGTON 11KV,8326,Oxted 11kV,16.7,17.6,37.5%,Green (Over 5% headroom),Winter
"51.34385675805072, 0.4921112059617319",SPN-S000000008333,GC8333 MEDWAY 11KV,8333,Medway 11kV,16.6,21.9,21.08%,Green (Over 5% headroom),Summer
"50.857978317450836, -0.10151543763555279",SPN-S000000008334,BG8334 MOULSECOOMB 11KV,8334,Moulsecoomb 11kV,19.8,23.8,37.37%,Green (Over 5% headroom),Summer
"51.24947736688061, -0.15996122911678445",SPN-S000000008337,BH8337 REDHILL 11KV,8337,Redhill Primary 11kV,28.8,36.6,73.96%,Green (Over 5% headroom),Summer
"51.358624758557376, 1.3844442683584266",SPN-S000000008349,CI8349 THANET 11KV,8349,Thanet 11kV,19.4,25.2,54.12%,Green (Over 5% headroom),Summer
